subindex,time,rssi,noise,nrx,ntx,lat,lon,node,role,pos,power,rate,size,distance
0,1900-01-01 13:41:15.319307350,,,,1.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
1,1900-01-01 13:41:15.329709887,,,,6.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
2,1900-01-01 13:41:15.374181795,,,,7.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
3,1900-01-01 13:41:15.374253869,,,,8.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
4,1900-01-01 13:41:15.424711980,,,,9.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
5,1900-01-01 13:41:15.475218146,,,,10.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
6,1900-01-01 13:41:15.475293739,,,,11.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
7,1900-01-01 13:41:15.525757443,,,,12.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
8,1900-01-01 13:41:15.576283702,,,,13.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
9,1900-01-01 13:41:15.626771702,,,,14.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
10,1900-01-01 13:41:15.626843331,,,,15.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
11,1900-01-01 13:41:15.677281313,,,,16.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
12,1900-01-01 13:41:15.677350572,,,,17.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
13,1900-01-01 13:41:15.727795998,,,,18.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
14,1900-01-01 13:41:15.778309850,,,,19.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
15,1900-01-01 13:41:15.778385554,,,,20.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
16,1900-01-01 13:41:15.828821850,,,,21.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
17,1900-01-01 13:41:15.828893072,,,,22.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
18,1900-01-01 13:41:15.879361202,,,,23.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
19,1900-01-01 13:41:15.929886868,,,,24.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
20,1900-01-01 13:41:15.980433202,,,,25.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
21,1900-01-01 13:41:15.308903130,,,,26.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
22,1900-01-01 13:41:15.814089420,,,,27.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
23,1900-01-01 13:41:16.131945961,,,,28.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
24,1900-01-01 13:41:16.182454683,,,,29.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
25,1900-01-01 13:41:16.232975831,,,,30.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
26,1900-01-01 13:41:16.283461109,,,,31.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
27,1900-01-01 13:41:16.333962590,,,,32.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
28,1900-01-01 13:41:16.384457498,,,,33.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
29,1900-01-01 13:41:16.434979405,,,,34.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
30,1900-01-01 13:41:16.485514868,,,,35.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
31,1900-01-01 13:41:16.536025979,,,,36.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
32,1900-01-01 13:41:16.586491812,,,,37.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
33,1900-01-01 13:41:16.637041757,,,,38.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
34,1900-01-01 13:41:16.687499960,,,,39.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
35,1900-01-01 13:41:16.738034627,,,,40.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
36,1900-01-01 13:41:16.788527886,,,,41.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
37,1900-01-01 13:41:16.839057275,,,,42.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
38,1900-01-01 13:41:16.889579071,,,,43.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
39,1900-01-01 13:41:16.940058812,,,,44.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
40,1900-01-01 13:41:16.990596479,,,,45.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
41,1900-01-01 13:41:16.411016450,,,,46.0,40.780168,-8.680668,1,tx,1,17,19200,32,1221.9149317463325
